mean_rr,median_hr,pnn20,pnn50,rmssd,sd1,sd1_sd2,sd2,sdnn,csi,cvi
962.1886831901772,56.88004768127851,93.75225597903228,83.76225886556486,230.97929622692328,175.4673073970652,1.0563920201583643,185.25636111484627,194.74798263743565,0.829391214485284,5.351759189945131
981.1116774171579,60.198092092683645,95.63620603484017,81.87003736900819,252.81415074233524,200.5312617612375,1.00205586995855,203.1767545196091,194.25111133520622,0.9630275272909479,4.727628182238424
998.9016535469613,59.53641155379359,87.85836088918447,78.59146579804708,280.64618371106695,200.48166096546117,1.0706366305797994,196.46231504511823,227.12471401305692,0.9187169967230768,4.795102908371385
917.4490908700849,61.847938267726484,95.64486146360446,79.5442101693805,253.19687046074944,182.6327817646314,1.0825296393912351,201.14881256805162,203.14731402457792,0.8668980585422611,5.092864529226688
954.6674323656291,60.656065790187036,94.35714388974095,80.89438219509873,283.5782712614379,196.01368604233338,1.0644559699344993,199.4693233875781,173.142662702165,0.9360657567285398,4.811850938282882
924.4448860702663,59.17457324631995,97.47470655617198,76.53667553722703,289.36556709182963,169.75695342576293,1.0332557485007112,192.44129597657508,203.79333497038917,1.142245315958571,5.31733889407997
936.0509971100626,58.612944622006296,94.28987940628576,79.23478270047354,244.48627353324156,178.00069178994778,1.0040273856999196,197.45741116080646,197.13638604105847,1.1380970708135536,4.829098941465387
956.3415876430686,61.87677118190201,88.45326730139881,81.82710095022965,256.761481178667,189.55419230152393,1.0309131053000835,172.06240531616442,202.30458721178374,0.9061195319594553,5.004997647491075
969.2298663562364,61.339593528089836,93.32692554486393,79.6060580619623,261.53403375911694,193.804226836404,0.9656332783020986,168.2933129136537,175.15950581468397,0.8005506344797036,5.159909690689375
913.7808377855976,58.86551233788183,96.49614148893033,78.57494411575429,284.7503113693417,180.99573479985185,1.0397281221066186,175.74966917634129,189.91450386149157,1.168061627491479,4.30907183072306
967.3769457418343,60.71320680699684,87.02925022151602,74.21576858244619,271.4425901542774,187.05760936404297,1.0616338105677352,190.32778218285165,219.02668336981372,0.9521288745053952,4.590601002951254
957.1710253982526,60.659990051915294,96.79593787620219,83.34044498365832,277.1374211829902,216.94954336829343,0.9905618472838575,180.40372700875378,181.10136087891712,0.9220380393688464,4.449325540977476
